timestamp,tenant_count,attacker_rate,worker,completed,errors,duration_sec,throughput_mps
1779591049,1,0,tenant1,200000,0,60.000062,3333.329867
1779591049,1,0,tenant3,3333,0,30.000148,111.099452
1779591049,1,0,tenant2,3333,0,30.000081,111.099699
1779591195,1,0,tenant1,388711,0,60.00014,6478.501523
1779591257,1,5000,tenant1,386902,0,60.000057,6448.360578
1779591111,1,10000,tenant1,348903,0,60.000077,5815.042585
1779591111,1,10000,tenant3,3333,0,30.000148,111.099452
1779591111,1,10000,tenant2,3333,0,30.000081,111.099699
1779591319,1,10000,tenant1,377839,0,60.000047,6297.311769
1779591381,1,15000,tenant1,372681,0,60.000116,6211.33796
1779591173,1,20000,tenant1,369640,0,60.000082,6160.65828
1779591173,1,20000,tenant3,3333,0,30.000148,111.099452
1779591173,1,20000,tenant2,3333,0,30.000081,111.099699
1779591444,1,20000,tenant1,370416,0,60.000058,6173.594002
1779591506,1,25000,tenant1,346620,0,60.000121,5776.988361
1779591568,1,30000,tenant1,214435,3,60.754516,3529.531857
1779591568,1,30000,tenant5,0,0,60.00008,0.0
1779591568,1,30000,tenant4,0,0,60.000291,0.0
1779591568,1,30000,tenant3,0,0,60.000149,0.0
1779591568,1,30000,tenant2,0,0,60.000072,0.0
1779591630,1,35000,tenant5,0,0,60.00008,0.0
1779591630,1,35000,tenant4,0,0,60.000291,0.0
1779591630,1,35000,tenant3,0,0,60.000149,0.0
1779591630,1,35000,tenant2,0,0,60.000072,0.0
1779591692,1,40000,tenant5,0,0,60.00008,0.0
1779591692,1,40000,tenant4,0,0,60.000291,0.0
1779591692,1,40000,tenant3,0,0,60.000149,0.0
1779591692,1,40000,tenant2,0,0,60.000072,0.0
1779591754,3,0,tenant1,0,10,68.311792,0.0
1779591754,3,0,tenant5,0,0,60.00008,0.0
1779591754,3,0,tenant4,0,0,60.000291,0.0
1779591235,3,0,tenant1,392442,0,60.000086,6540.690657
1779591235,3,0,tenant3,392358,0,60.000018,6539.298006
1779591235,3,0,tenant2,392460,0,60.000038,6540.995884
1779591816,3,5000,tenant1,0,8,68.219479,0.0
1779591816,3,5000,tenant5,0,0,60.00008,0.0
1779591816,3,5000,tenant4,0,0,60.000291,0.0
1779591816,3,5000,tenant2,0,11,65.456305,0.0
1779591878,3,10000,tenant1,0,7,64.951651,0.0
1779591878,3,10000,tenant5,0,0,60.00008,0.0
1779591878,3,10000,tenant4,0,0,60.000291,0.0
1779591878,3,10000,tenant3,0,8,60.215704,0.0
1779591878,3,10000,tenant2,0,9,65.225537,0.0
1779591298,3,10000,tenant1,385622,0,60.000101,6427.022508
1779591298,3,10000,tenant3,7642,0,60.00003,127.366604
1779591298,3,10000,tenant2,7540,0,60.000136,125.666382
1779591940,3,15000,tenant1,0,9,62.186448,0.0
1779591940,3,15000,tenant5,0,0,60.00008,0.0
1779591940,3,15000,tenant4,0,0,60.000291,0.0
1779591940,3,15000,tenant2,0,9,65.584308,0.0
1779592003,3,20000,tenant1,0,8,68.059247,0.0
1779592003,3,20000,tenant5,0,0,60.00008,0.0
1779592003,3,20000,tenant4,0,0,60.000291,0.0
1779592003,3,20000,tenant3,0,9,63.873723,0.0
1779592003,3,20000,tenant2,0,11,63.683407,0.0
1779591360,3,20000,tenant1,370301,0,60.000121,6171.67087
1779591360,3,20000,tenant3,0,0,60.000082,0.0
1779591360,3,20000,tenant2,0,0,60.000058,0.0
1779592065,3,25000,tenant1,0,10,63.598941,0.0
1779592065,3,25000,tenant5,0,0,60.00008,0.0
1779592065,3,25000,tenant4,0,0,60.000291,0.0
1779592065,3,25000,tenant3,0,8,65.146836,0.0
1779592065,3,25000,tenant2,0,8,65.848304,0.0
1779592127,3,30000,tenant1,0,10,62.63656,0.0
1779592127,3,30000,tenant5,0,0,60.00008,0.0
1779592127,3,30000,tenant4,0,0,60.000291,0.0
1779592127,3,30000,tenant3,0,7,63.857361,0.0
1779592127,3,30000,tenant2,0,8,62.668661,0.0
1779592189,3,35000,tenant1,0,10,65.046136,0.0
1779592189,3,35000,tenant5,0,0,60.00008,0.0
1779592189,3,35000,tenant4,0,0,60.000291,0.0
1779592189,3,35000,tenant3,0,8,62.671945,0.0
1779592251,3,40000,tenant1,0,8,64.806098,0.0
1779592251,3,40000,tenant5,0,0,60.00008,0.0
1779592251,3,40000,tenant4,0,0,60.000291,0.0
1779592251,3,40000,tenant3,0,10,64.890877,0.0
1779592251,3,40000,tenant2,0,10,64.602812,0.0
1779591422,5,0,tenant1,377298,0,60.000126,6288.28679
1779591422,5,0,tenant5,379407,0,60.000124,6323.436887
1779591422,5,0,tenant4,380627,0,60.000022,6343.781027
1779591422,5,0,tenant3,0,0,60.000127,0.0
1779591422,5,0,tenant2,0,0,60.00004,0.0
1779592313,5,0,tenant1,0,10,66.303809,0.0
1779592313,5,0,tenant3,0,7,62.141839,0.0
1779592313,5,0,tenant2,0,7,60.64203,0.0
1779592375,5,5000,tenant1,0,7,64.229955,0.0
1779592375,5,5000,tenant4,0,10,68.108738,0.0
1779592375,5,5000,tenant3,0,10,69.133544,0.0
1779592438,5,10000,tenant1,0,8,67.227616,0.0
1779592438,5,10000,tenant4,0,10,66.591201,0.0
1779591484,5,10000,tenant1,351651,0,60.00005,5860.845143
1779591484,5,10000,tenant5,20593,0,60.000046,343.216405
1779591484,5,10000,tenant4,19373,0,60.000084,322.882882
